End Date of MMWR Week,Respiratory Illness,Age Group,Weekly Count ED Visits,as_of
2023-09-23,Combined,05-11 Years,3111,2024-09-20
2023-09-23,Combined,12-17 Years,2465,2024-09-20
2023-09-23,Combined,18-64 Years,26968,2024-09-20
2023-09-23,Combined,65+ Years,19275,2024-09-20
2023-09-30,COVID-19,All Ages,43885,2024-09-27
2023-09-30,COVID-19,00-01 Years,3174,2024-09-27
2023-09-30,COVID-19,02-04 Years,658,2024-09-27
2023-09-30,COVID-19,05-11 Years,923,2024-09-27
2023-09-30,COVID-19,12-17 Years,1280,2024-09-27
2023-09-30,COVID-19,18-64 Years,20748,2024-09-27
2023-09-30,COVID-19,65+ Years,17102,2024-09-27
2023-09-30,Influenza,All Ages,8636,2024-09-27
2023-09-30,Influenza,00-01 Years,597,2024-09-27
2023-09-30,Influenza,02-04 Years,845,2024-09-27
2023-09-30,Influenza,05-11 Years,1921,2024-09-27
2023-09-30,Influenza,12-17 Years,863,2024-09-27
2023-09-30,Influenza,18-64 Years,3495,2024-09-27
2023-09-30,Influenza,65+ Years,915,2024-09-27
2023-09-30,RSV,All Ages,4340,2024-09-27
2023-09-30,RSV,00-01 Years,2528,2024-09-27
2023-09-30,RSV,02-04 Years,1039,2024-09-27
2023-09-30,RSV,05-11 Years,317,2024-09-27
2023-09-30,RSV,12-17 Years,30,2024-09-27
2023-09-30,RSV,18-64 Years,255,2024-09-27
2023-09-30,RSV,65+ Years,171,2024-09-27
2023-09-30,Combined,All Ages,56861,2024-09-27
2023-09-30,Combined,00-01 Years,6299,2024-09-27
2023-09-30,Combined,02-04 Years,2542,2024-09-27
2023-09-30,Combined,05-11 Years,3161,2024-09-27
2023-09-30,Combined,12-17 Years,2173,2024-09-27
2023-09-30,Combined,18-64 Years,24498,2024-09-27
2023-09-30,Combined,65+ Years,18188,2024-09-27
2023-10-07,COVID-19,All Ages,38394,2024-10-04
2023-10-07,COVID-19,00-01 Years,2766,2024-10-04
2023-10-07,COVID-19,02-04 Years,564,2024-10-04
2023-10-07,COVID-19,05-11 Years,736,2024-10-04
2023-10-07,COVID-19,12-17 Years,941,2024-10-04
2023-10-07,COVID-19,18-64 Years,17600,2024-10-04
2023-10-07,COVID-19,65+ Years,15787,2024-10-04
2023-10-07,Influenza,All Ages,10012,2024-10-04
2023-10-07,Influenza,00-01 Years,655,2024-10-04
2023-10-07,Influenza,02-04 Years,1015,2024-10-04
2023-10-07,Influenza,05-11 Years,2340,2024-10-04
2023-10-07,Influenza,12-17 Years,1066,2024-10-04
2023-10-07,Influenza,18-64 Years,3971,2024-10-04
2023-10-07,Influenza,65+ Years,965,2024-10-04
2023-10-07,RSV,All Ages,5889,2024-10-04
2023-10-07,RSV,00-01 Years,3453,2024-10-04
2023-10-07,RSV,02-04 Years,1399,2024-10-04
2023-10-07,RSV,05-11 Years,424,2024-10-04
2023-10-07,RSV,12-17 Years,40,2024-10-04
2023-10-07,RSV,18-64 Years,347,2024-10-04
2023-10-07,RSV,65+ Years,226,2024-10-04
2023-10-07,Combined,All Ages,54295,2024-10-04
2023-10-07,Combined,00-01 Years,6874,2024-10-04
2023-10-07,Combined,02-04 Years,2978,2024-10-04
2023-10-07,Combined,05-11 Years,3500,2024-10-04
2023-10-07,Combined,12-17 Years,2047,2024-10-04
2023-10-07,Combined,18-64 Years,21918,2024-10-04
2023-10-07,Combined,65+ Years,16978,2024-10-04
2023-10-14,COVID-19,All Ages,34386,2024-10-11
2023-10-14,COVID-19,00-01 Years,2523,2024-10-11
2023-10-14,COVID-19,02-04 Years,525,2024-10-11
2023-10-14,COVID-19,05-11 Years,621,2024-10-11
2023-10-14,COVID-19,12-17 Years,817,2024-10-11
2023-10-14,COVID-19,18-64 Years,15818,2024-10-11
2023-10-14,COVID-19,65+ Years,14082,2024-10-11
2023-10-14,Influenza,All Ages,11671,2024-10-11
2023-10-14,Influenza,00-01 Years,829,2024-10-11
2023-10-14,Influenza,02-04 Years,1265,2024-10-11
2023-10-14,Influenza,05-11 Years,2798,2024-10-11
2023-10-14,Influenza,12-17 Years,1169,2024-10-11
2023-10-14,Influenza,18-64 Years,4532,2024-10-11
2023-10-14,Influenza,65+ Years,1078,2024-10-11
2023-10-14,RSV,All Ages,7451,2024-10-11
2023-10-14,RSV,00-01 Years,4422,2024-10-11
2023-10-14,RSV,02-04 Years,1754,2024-10-11
2023-10-14,RSV,05-11 Years,540,2024-10-11
2023-10-14,RSV,12-17 Years,49,2024-10-11
2023-10-14,RSV,18-64 Years,398,2024-10-11
2023-10-14,RSV,65+ Years,288,2024-10-11
2023-10-14,Combined,All Ages,53508,2024-10-11
2023-10-14,Combined,00-01 Years,7774,2024-10-11
2023-10-14,Combined,02-04 Years,3544,2024-10-11
2023-10-14,Combined,05-11 Years,3959,2024-10-11
2023-10-14,Combined,12-17 Years,2035,2024-10-11
2023-10-14,Combined,18-64 Years,20748,2024-10-11
2023-10-14,Combined,65+ Years,15448,2024-10-11
2023-10-21,COVID-19,All Ages,35065,2024-10-18
2023-10-21,COVID-19,00-01 Years,2715,2024-10-18
2023-10-21,COVID-19,02-04 Years,541,2024-10-18
2023-10-21,COVID-19,05-11 Years,706,2024-10-18
2023-10-21,COVID-19,12-17 Years,799,2024-10-18
2023-10-21,COVID-19,18-64 Years,16013,2024-10-18
2023-10-21,COVID-19,65+ Years,14291,2024-10-18
2023-10-21,Influenza,All Ages,14301,2024-10-18
2023-10-21,Influenza,00-01 Years,947,2024-10-18
2023-10-21,Influenza,02-04 Years,1505,2024-10-18
2023-10-21,Influenza,05-11 Years,3533,2024-10-18
2023-10-21,Influenza,12-17 Years,1554,2024-10-18
2023-10-21,Influenza,18-64 Years,5568,2024-10-18
2023-10-21,Influenza,65+ Years,1194,2024-10-18
2023-10-21,RSV,All Ages,9774,2024-10-18
2023-10-21,RSV,00-01 Years,5871,2024-10-18
2023-10-21,RSV,02-04 Years,2203,2024-10-18
2023-10-21,RSV,05-11 Years,653,2024-10-18
2023-10-21,RSV,12-17 Years,74,2024-10-18
2023-10-21,RSV,18-64 Years,565,2024-10-18
2023-10-21,RSV,65+ Years,408,2024-10-18
2023-10-21,Combined,All Ages,59140,2024-10-18
2023-10-21,Combined,00-01 Years,9533,2024-10-18
2023-10-21,Combined,02-04 Years,4249,2024-10-18
2023-10-21,Combined,05-11 Years,4892,2024-10-18
2023-10-21,Combined,12-17 Years,2427,2024-10-18
2023-10-21,Combined,18-64 Years,22146,2024-10-18
2023-10-21,Combined,65+ Years,15893,2024-10-18
2023-10-28,COVID-19,All Ages,35775,2024-10-25
2023-10-28,COVID-19,00-01 Years,2948,2024-10-25
2023-10-28,COVID-19,02-04 Years,567,2024-10-25
2023-10-28,COVID-19,05-11 Years,791,2024-10-25
2023-10-28,COVID-19,12-17 Years,963,2024-10-25
2023-10-28,COVID-19,18-64 Years,16394,2024-10-25
2023-10-28,COVID-19,65+ Years,14112,2024-10-25
2023-10-28,Influenza,All Ages,17332,2024-10-25
2023-10-28,Influenza,00-01 Years,1205,2024-10-25
2023-10-28,Influenza,02-04 Years,1765,2024-10-25
2023-10-28,Influenza,05-11 Years,4334,2024-10-25
2023-10-28,Influenza,12-17 Years,1915,2024-10-25
2023-10-28,Influenza,18-64 Years,6845,2024-10-25
2023-10-28,Influenza,65+ Years,1268,2024-10-25
2023-10-28,RSV,All Ages,12590,2024-10-25
2023-10-28,RSV,00-01 Years,7519,2024-10-25
2023-10-28,RSV,02-04 Years,2779,2024-10-25
2023-10-28,RSV,05-11 Years,876,2024-10-25
2023-10-28,RSV,12-17 Years,93,2024-10-25
2023-10-28,RSV,18-64 Years,780,2024-10-25
2023-10-28,RSV,65+ Years,543,2024-10-25
2023-10-28,Combined,All Ages,65697,2024-10-25
2023-10-28,Combined,00-01 Years,11672,2024-10-25
2023-10-28,Combined,02-04 Years,5111,2024-10-25
2023-10-28,Combined,05-11 Years,6001,2024-10-25
2023-10-28,Combined,12-17 Years,2971,2024-10-25
2023-10-28,Combined,18-64 Years,24019,2024-10-25
2023-10-28,Combined,65+ Years,15923,2024-10-25
2023-11-04,COVID-19,All Ages,33880,2024-11-01
2023-11-04,COVID-19,00-01 Years,2822,2024-11-01
2023-11-04,COVID-19,02-04 Years,531,2024-11-01
2023-11-04,COVID-19,05-11 Years,800,2024-11-01
2023-11-04,COVID-19,12-17 Years,992,2024-11-01
2023-11-04,COVID-19,18-64 Years,15844,2024-11-01
2023-11-04,COVID-19,65+ Years,12891,2024-11-01
2023-11-04,Influenza,All Ages,21785,2024-11-01
2023-11-04,Influenza,00-01 Years,1484,2024-11-01
2023-11-04,Influenza,02-04 Years,2363,2024-11-01
2023-11-04,Influenza,05-11 Years,5739,2024-11-01
2023-11-04,Influenza,12-17 Years,2616,2024-11-01
2023-11-04,Influenza,18-64 Years,8083,2024-11-01
2023-11-04,Influenza,65+ Years,1500,2024-11-01
2023-11-04,RSV,All Ages,14671,2024-11-01
2023-11-04,RSV,00-01 Years,8583,2024-11-01
2023-11-04,RSV,02-04 Years,3352,2024-11-01
2023-11-04,RSV,05-11 Years,1031,2024-11-01
2023-11-04,RSV,12-17 Years,121,2024-11-01
2023-11-04,RSV,18-64 Years,921,2024-11-01
2023-11-04,RSV,65+ Years,663,2024-11-01
2023-11-04,Combined,All Ages,70336,2024-11-01
2023-11-04,Combined,00-01 Years,12889,2024-11-01
2023-11-04,Combined,02-04 Years,6246,2024-11-01
2023-11-04,Combined,05-11 Years,7570,2024-11-01
2023-11-04,Combined,12-17 Years,3729,2024-11-01
2023-11-04,Combined,18-64 Years,24848,2024-11-01
2023-11-04,Combined,65+ Years,15054,2024-11-01
2023-11-11,COVID-19,All Ages,40276,2024-11-08
2023-11-11,COVID-19,00-01 Years,3376,2024-11-08
2023-11-11,COVID-19,02-04 Years,587,2024-11-08
2023-11-11,COVID-19,05-11 Years,952,2024-11-08
2023-11-11,COVID-19,12-17 Years,1182,2024-11-08
2023-11-11,COVID-19,18-64 Years,19218,2024-11-08
2023-11-11,COVID-19,65+ Years,14961,2024-11-08
2023-11-11,Influenza,All Ages,31761,2024-11-08
2023-11-11,Influenza,00-01 Years,2108,2024-11-08
2023-11-11,Influenza,02-04 Years,3238,2024-11-08
2023-11-11,Influenza,05-11 Years,8509,2024-11-08
2023-11-11,Influenza,12-17 Years,3548,2024-11-08
2023-11-11,Influenza,18-64 Years,12172,2024-11-08
2023-11-11,Influenza,65+ Years,2186,2024-11-08
2023-11-11,RSV,All Ages,19340,2024-11-08
2023-11-11,RSV,00-01 Years,11380,2024-11-08
2023-11-11,RSV,02-04 Years,4307,2024-11-08
2023-11-11,RSV,05-11 Years,1351,2024-11-08
2023-11-11,RSV,12-17 Years,152,2024-11-08
2023-11-11,RSV,18-64 Years,1335,2024-11-08
2023-11-11,RSV,65+ Years,815,2024-11-08
2023-11-11,Combined,All Ages,91377,2024-11-08
2023-11-11,Combined,00-01 Years,16864,2024-11-08
2023-11-11,Combined,02-04 Years,8132,2024-11-08
2023-11-11,Combined,05-11 Years,10812,2024-11-08
2023-11-11,Combined,12-17 Years,4882,2024-11-08
2023-11-11,Combined,18-64 Years,32725,2024-11-08
2023-11-11,Combined,65+ Years,17962,2024-11-08
2023-11-18,COVID-19,All Ages,43266,2024-11-15
2023-11-18,COVID-19,00-01 Years,3614,2024-11-15
2023-11-18,COVID-19,02-04 Years,686,2024-11-15
2023-11-18,COVID-19,05-11 Years,1003,2024-11-15
2023-11-18,COVID-19,12-17 Years,1235,2024-11-15
2023-11-18,COVID-19,18-64 Years,20250,2024-11-15
2023-11-18,COVID-19,65+ Years,16478,2024-11-15
2023-11-18,Influenza,All Ages,37735,2024-11-15
2023-11-18,Influenza,00-01 Years,2449,2024-11-15
2023-11-18,Influenza,02-04 Years,3804,2024-11-15
2023-11-18,Influenza,05-11 Years,9745,2024-11-15
2023-11-18,Influenza,12-17 Years,4120,2024-11-15
2023-11-18,Influenza,18-64 Years,14996,2024-11-15
2023-11-18,Influenza,65+ Years,2621,2024-11-15
2023-11-18,RSV,All Ages,22458,2024-11-15
2023-11-18,RSV,00-01 Years,12979,2024-11-15
2023-11-18,RSV,02-04 Years,4702,2024-11-15
2023-11-18,RSV,05-11 Years,1561,2024-11-15
2023-11-18,RSV,12-17 Years,183,2024-11-15
2023-11-18,RSV,18-64 Years,1706,2024-11-15
2023-11-18,RSV,65+ Years,1327,2024-11-15
2023-11-18,Combined,All Ages,103459,2024-11-15
2023-11-18,Combined,00-01 Years,19042,2024-11-15
2023-11-18,Combined,02-04 Years,9192,2024-11-15
2023-11-18,Combined,05-11 Years,12309,2024-11-15
2023-11-18,Combined,12-17 Years,5538,2024-11-15
2023-11-18,Combined,18-64 Years,36952,2024-11-15
2023-11-18,Combined,65+ Years,20426,2024-11-15
2023-11-25,COVID-19,All Ages,47385,2024-11-22
2023-11-25,COVID-19,00-01 Years,4262,2024-11-22
2023-11-25,COVID-19,02-04 Years,787,2024-11-22
2023-11-25,COVID-19,05-11 Years,874,2024-11-22
2023-11-25,COVID-19,12-17 Years,969,2024-11-22
2023-11-25,COVID-19,18-64 Years,21662,2024-11-22
2023-11-25,COVID-19,65+ Years,18831,2024-11-22
2023-11-25,Influenza,All Ages,43263,2024-11-22
2023-11-25,Influenza,00-01 Years,3105,2024-11-22
2023-11-25,Influenza,02-04 Years,4544,2024-11-22
2023-11-25,Influenza,05-11 Years,9636,2024-11-22
2023-11-25,Influenza,12-17 Years,3588,2024-11-22
2023-11-25,Influenza,18-64 Years,18559,2024-11-22
2023-11-25,Influenza,65+ Years,3831,2024-11-22
2023-11-25,RSV,All Ages,25212,2024-11-22
2023-11-25,RSV,00-01 Years,14320,2024-11-22
2023-11-25,RSV,02-04 Years,5274,2024-11-22
2023-11-25,RSV,05-11 Years,1622,2024-11-22
2023-11-25,RSV,12-17 Years,194,2024-11-22
2023-11-25,RSV,18-64 Years,2082,2024-11-22
2023-11-25,RSV,65+ Years,1720,2024-11-22
2023-11-25,Combined,All Ages,115860,2024-11-22
2023-11-25,Combined,00-01 Years,21687,2024-11-22
2023-11-25,Combined,02-04 Years,10605,2024-11-22
2023-11-25,Combined,05-11 Years,12132,2024-11-22
2023-11-25,Combined,12-17 Years,4751,2024-11-22
2023-11-25,Combined,18-64 Years,42303,2024-11-22
2023-11-25,Combined,65+ Years,24382,2024-11-22
2023-12-02,COVID-19,All Ages,55559,2024-11-29
2023-12-02,COVID-19,00-01 Years,5054,2024-11-29
2023-12-02,COVID-19,02-04 Years,898,2024-11-29
2023-12-02,COVID-19,05-11 Years,1049,2024-11-29
2023-12-02,COVID-19,12-17 Years,1316,2024-11-29
2023-12-02,COVID-19,18-64 Years,26473,2024-11-29
2023-12-02,COVID-19,65+ Years,20769,2024-11-29
2023-12-02,Influenza,All Ages,50327,2024-11-29
2023-12-02,Influenza,00-01 Years,3699,2024-11-29
2023-12-02,Influenza,02-04 Years,4770,2024-11-29
2023-12-02,Influenza,05-11 Years,8317,2024-11-29
2023-12-02,Influenza,12-17 Years,3583,2024-11-29
2023-12-02,Influenza,18-64 Years,24852,2024-11-29
2023-12-02,Influenza,65+ Years,5106,2024-11-29
2023-12-02,RSV,All Ages,25991,2024-11-29
2023-12-02,RSV,00-01 Years,14718,2024-11-29
2023-12-02,RSV,02-04 Years,4652,2024-11-29
2023-12-02,RSV,05-11 Years,1281,2024-11-29
2023-12-02,RSV,12-17 Years,272,2024-11-29
2023-12-02,RSV,18-64 Years,2864,2024-11-29
2023-12-02,RSV,65+ Years,2204,2024-11-29
2023-12-02,Combined,All Ages,131877,2024-11-29
2023-12-02,Combined,00-01 Years,23471,2024-11-29
2023-12-02,Combined,02-04 Years,10320,2024-11-29
2023-12-02,Combined,05-11 Years,10647,2024-11-29
2023-12-02,Combined,12-17 Years,5171,2024-11-29
2023-12-02,Combined,18-64 Years,54189,2024-11-29
2023-12-02,Combined,65+ Years,28079,2024-11-29
2023-12-09,COVID-19,All Ages,57639,2024-12-06
2023-12-09,COVID-19,00-01 Years,4889,2024-12-06
2023-12-09,COVID-19,02-04 Years,1026,2024-12-06
2023-12-09,COVID-19,05-11 Years,1497,2024-12-06
2023-12-09,COVID-19,12-17 Years,1707,2024-12-06
2023-12-09,COVID-19,18-64 Years,27462,2024-12-06
2023-12-09,COVID-19,65+ Years,21058,2024-12-06
2023-12-09,Influenza,All Ages,69539,2024-12-06
2023-12-09,Influenza,00-01 Years,4336,2024-12-06
2023-12-09,Influenza,02-04 Years,6549,2024-12-06
2023-12-09,Influenza,05-11 Years,16388,2024-12-06
2023-12-09,Influenza,12-17 Years,6609,2024-12-06
2023-12-09,Influenza,18-64 Years,29335,2024-12-06
2023-12-09,Influenza,65+ Years,6322,2024-12-06
2023-12-09,RSV,All Ages,25528,2024-12-06
2023-12-09,RSV,00-01 Years,12935,2024-12-06
2023-12-09,RSV,02-04 Years,4732,2024-12-06
2023-12-09,RSV,05-11 Years,1600,2024-12-06
2023-12-09,RSV,12-17 Years,315,2024-12-06
2023-12-09,RSV,18-64 Years,3157,2024-12-06
2023-12-09,RSV,65+ Years,2789,2024-12-06
2023-12-09,Combined,All Ages,152706,2024-12-06
2023-12-09,Combined,00-01 Years,22160,2024-12-06
2023-12-09,Combined,02-04 Years,12307,2024-12-06
2023-12-09,Combined,05-11 Years,19485,2024-12-06
2023-12-09,Combined,12-17 Years,8631,2024-12-06
2023-12-09,Combined,18-64 Years,59954,2024-12-06
2023-12-09,Combined,65+ Years,30169,2024-12-06
2023-12-16,COVID-19,All Ages,64355,2024-12-13
2023-12-16,COVID-19,00-01 Years,5564,2024-12-13
2023-12-16,COVID-19,02-04 Years,1152,2024-12-13
2023-12-16,COVID-19,05-11 Years,1985,2024-12-13
2023-12-16,COVID-19,12-17 Years,2168,2024-12-13
2023-12-16,COVID-19,18-64 Years,30704,2024-12-13
2023-12-16,COVID-19,65+ Years,22782,2024-12-13
2023-12-16,Influenza,All Ages,101031,2024-12-13
2023-12-16,Influenza,00-01 Years,5977,2024-12-13
2023-12-16,Influenza,02-04 Years,9397,2024-12-13
2023-12-16,Influenza,05-11 Years,24684,2024-12-13
2023-12-16,Influenza,12-17 Years,10548,2024-12-13
2023-12-16,Influenza,18-64 Years,41537,2024-12-13
2023-12-16,Influenza,65+ Years,8888,2024-12-13
2023-12-16,RSV,All Ages,26111,2024-12-13
2023-12-16,RSV,00-01 Years,13126,2024-12-13
2023-12-16,RSV,02-04 Years,4761,2024-12-13
2023-12-16,RSV,05-11 Years,1858,2024-12-13
2023-12-16,RSV,12-17 Years,339,2024-12-13
2023-12-16,RSV,18-64 Years,3282,2024-12-13
2023-12-16,RSV,65+ Years,2745,2024-12-13
2023-12-16,Combined,All Ages,191497,2024-12-13
2023-12-16,Combined,00-01 Years,24667,2024-12-13
2023-12-16,Combined,02-04 Years,15310,2024-12-13
2023-12-16,Combined,05-11 Years,28527,2024-12-13
2023-12-16,Combined,12-17 Years,13055,2024-12-13
2023-12-16,Combined,18-64 Years,75523,2024-12-13
2023-12-16,Combined,65+ Years,34415,2024-12-13
2023-12-23,COVID-19,All Ages,77572,2024-12-20
2023-12-23,COVID-19,00-01 Years,6844,2024-12-20
2023-12-23,COVID-19,02-04 Years,1403,2024-12-20
2023-12-23,COVID-19,05-11 Years,2229,2024-12-20
2023-12-23,COVID-19,12-17 Years,2149,2024-12-20
2023-12-23,COVID-19,18-64 Years,36236,2024-12-20
2023-12-23,COVID-19,65+ Years,28711,2024-12-20
2023-12-23,Influenza,All Ages,144565,2024-12-20
2023-12-23,Influenza,00-01 Years,9196,2024-12-20
2023-12-23,Influenza,02-04 Years,13426,2024-12-20
2023-12-23,Influenza,05-11 Years,30967,2024-12-20
2023-12-23,Influenza,12-17 Years,12654,2024-12-20
2023-12-23,Influenza,18-64 Years,63204,2024-12-20
2023-12-23,Influenza,65+ Years,15118,2024-12-20
2023-12-23,RSV,All Ages,26545,2024-12-20
2023-12-23,RSV,00-01 Years,12881,2024-12-20
2023-12-23,RSV,02-04 Years,4771,2024-12-20
2023-12-23,RSV,05-11 Years,1786,2024-12-20
2023-12-23,RSV,12-17 Years,374,2024-12-20
2023-12-23,RSV,18-64 Years,3469,2024-12-20
2023-12-23,RSV,65+ Years,3264,2024-12-20
2023-12-23,Combined,All Ages,248682,2024-12-20
2023-12-23,Combined,00-01 Years,28921,2024-12-20
2023-12-23,Combined,02-04 Years,19600,2024-12-20
2023-12-23,Combined,05-11 Years,34982,2024-12-20
2023-12-23,Combined,12-17 Years,15177,2024-12-20
2023-12-23,Combined,18-64 Years,102909,2024-12-20
2023-12-23,Combined,65+ Years,47093,2024-12-20
2023-12-30,COVID-19,All Ages,96561,2024-12-27
2023-12-30,COVID-19,00-01 Years,8577,2024-12-27
2023-12-30,COVID-19,02-04 Years,1674,2024-12-27
2023-12-30,COVID-19,05-11 Years,1764,2024-12-27
2023-12-30,COVID-19,12-17 Years,1739,2024-12-27
2023-12-30,COVID-19,18-64 Years,44558,2024-12-27
2023-12-30,COVID-19,65+ Years,38249,2024-12-27
2023-12-30,Influenza,All Ages,165366,2024-12-27
2023-12-30,Influenza,00-01 Years,12335,2024-12-27
2023-12-30,Influenza,02-04 Years,15266,2024-12-27
2023-12-30,Influenza,05-11 Years,22616,2024-12-27
2023-12-30,Influenza,12-17 Years,9067,2024-12-27
2023-12-30,Influenza,18-64 Years,82935,2024-12-27
2023-12-30,Influenza,65+ Years,23147,2024-12-27
2023-12-30,RSV,All Ages,27391,2024-12-27
2023-12-30,RSV,00-01 Years,13096,2024-12-27
2023-12-30,RSV,02-04 Years,4374,2024-12-27
2023-12-30,RSV,05-11 Years,1334,2024-12-27
2023-12-30,RSV,12-17 Years,306,2024-12-27
2023-12-30,RSV,18-64 Years,4127,2024-12-27
2023-12-30,RSV,65+ Years,4154,2024-12-27
2023-12-30,Combined,All Ages,289318,2024-12-27
2023-12-30,Combined,00-01 Years,34008,2024-12-27
2023-12-30,Combined,02-04 Years,21314,2024-12-27
2023-12-30,Combined,05-11 Years,25714,2024-12-27
2023-12-30,Combined,12-17 Years,11112,2024-12-27
2023-12-30,Combined,18-64 Years,131620,2024-12-27
2023-12-30,Combined,65+ Years,65550,2024-12-27
2024-01-06,COVID-19,All Ages,85499,2025-01-03
2024-01-06,COVID-19,00-01 Years,7132,2025-01-03
2024-01-06,COVID-19,02-04 Years,1385,2025-01-03
2024-01-06,COVID-19,05-11 Years,1368,2025-01-03
2024-01-06,COVID-19,12-17 Years,1519,2025-01-03
2024-01-06,COVID-19,18-64 Years,41444,2025-01-03
2024-01-06,COVID-19,65+ Years,32651,2025-01-03
2024-01-06,Influenza,All Ages,116780,2025-01-03
2024-01-06,Influenza,00-01 Years,9236,2025-01-03
2024-01-06,Influenza,02-04 Years,10336,2025-01-03
2024-01-06,Influenza,05-11 Years,11116,2025-01-03
2024-01-06,Influenza,12-17 Years,5262,2025-01-03
2024-01-06,Influenza,18-64 Years,63341,2025-01-03
2024-01-06,Influenza,65+ Years,17489,2025-01-03
2024-01-06,RSV,All Ages,23427,2025-01-03
2024-01-06,RSV,00-01 Years,10942,2025-01-03
2024-01-06,RSV,02-04 Years,2996,2025-01-03
2024-01-06,RSV,05-11 Years,672,2025-01-03
2024-01-06,RSV,12-17 Years,254,2025-01-03
2024-01-06,RSV,18-64 Years,4192,2025-01-03
2024-01-06,RSV,65+ Years,4371,2025-01-03
2024-01-06,Combined,All Ages,225706,2025-01-03
2024-01-06,Combined,00-01 Years,27310,2025-01-03
2024-01-06,Combined,02-04 Years,14717,2025-01-03
2024-01-06,Combined,05-11 Years,13156,2025-01-03
2024-01-06,Combined,12-17 Years,7035,2025-01-03
2024-01-06,Combined,18-64 Years,108977,2025-01-03
2024-01-06,Combined,65+ Years,54511,2025-01-03
2024-01-13,COVID-19,All Ages,68140,2025-01-10
2024-01-13,COVID-19,00-01 Years,5659,2025-01-10
2024-01-13,COVID-19,02-04 Years,1218,2025-01-10
2024-01-13,COVID-19,05-11 Years,1538,2025-01-10
2024-01-13,COVID-19,12-17 Years,1571,2025-01-10
2024-01-13,COVID-19,18-64 Years,32701,2025-01-10
2024-01-13,COVID-19,65+ Years,25453,2025-01-10
2024-01-13,Influenza,All Ages,90046,2025-01-10
2024-01-13,Influenza,00-01 Years,6004,2025-01-10
2024-01-13,Influenza,02-04 Years,8210,2025-01-10
2024-01-13,Influenza,05-11 Years,12207,2025-01-10
2024-01-13,Influenza,12-17 Years,5468,2025-01-10
2024-01-13,Influenza,18-64 Years,45575,2025-01-10
2024-01-13,Influenza,65+ Years,12582,2025-01-10
2024-01-13,RSV,All Ages,15276,2025-01-10
2024-01-13,RSV,00-01 Years,6492,2025-01-10
2024-01-13,RSV,02-04 Years,1890,2025-01-10
2024-01-13,RSV,05-11 Years,482,2025-01-10
2024-01-13,RSV,12-17 Years,191,2025-01-10
2024-01-13,RSV,18-64 Years,3023,2025-01-10
2024-01-13,RSV,65+ Years,3198,2025-01-10
2024-01-13,Combined,All Ages,173462,2025-01-10
2024-01-13,Combined,00-01 Years,18155,2025-01-10
2024-01-13,Combined,02-04 Years,11318,2025-01-10
2024-01-13,Combined,05-11 Years,14227,2025-01-10
2024-01-13,Combined,12-17 Years,7230,2025-01-10
2024-01-13,Combined,18-64 Years,81299,2025-01-10
2024-01-13,Combined,65+ Years,41233,2025-01-10
2024-01-20,COVID-19,All Ages,55175,2025-01-17
2024-01-20,COVID-19,00-01 Years,5102,2025-01-17
2024-01-20,COVID-19,02-04 Years,1168,2025-01-17
2024-01-20,COVID-19,05-11 Years,1643,2025-01-17
2024-01-20,COVID-19,12-17 Years,1513,2025-01-17
2024-01-20,COVID-19,18-64 Years,26295,2025-01-17
2024-01-20,COVID-19,65+ Years,19454,2025-01-17
2024-01-20,Influenza,All Ages,79172,2025-01-17
2024-01-20,Influenza,00-01 Years,5481,2025-01-17
2024-01-20,Influenza,02-04 Years,7260,2025-01-17
2024-01-20,Influenza,05-11 Years,13420,2025-01-17
2024-01-20,Influenza,12-17 Years,5767,2025-01-17
2024-01-20,Influenza,18-64 Years,37640,2025-01-17
2024-01-20,Influenza,65+ Years,9604,2025-01-17
2024-01-20,RSV,All Ages,11361,2025-01-17
2024-01-20,RSV,00-01 Years,4838,2025-01-17
2024-01-20,RSV,02-04 Years,1540,2025-01-17
2024-01-20,RSV,05-11 Years,435,2025-01-17
2024-01-20,RSV,12-17 Years,116,2025-01-17
2024-01-20,RSV,18-64 Years,2164,2025-01-17
2024-01-20,RSV,65+ Years,2268,2025-01-17
2024-01-20,Combined,All Ages,145708,2025-01-17
